,NO,DRA,Drangedal,Drangedal,08,RL,-----6--,1701,,5906N 00904E,
,NO,DRE,Drevsjø,Drevsjo,04,AF,--3-----,9506,,,
,NO,DRK,Drøbak,Drobak,02,AA,1-3-----,1501,,5939N 01037E,
,NO,DUS,Dusavik,Dusavik,11,RL,1-------,0212,,5900N 00539E,
,NO,DYD,Dyrstad,Dyrstad,14,RL,1-3-----,0901,,6146N 00511E,
,NO,DYR,Dyrvik,Dyrvik,16,AF,1-3-----,1401,,6346N 00850E,
,NO,DYY,Dyrøy,Dyroy,19,AI,1-------,9704,,,
,NO,DYL,Dyrøyhamn,Dyroyhamn,19,AA,1-------,1407,,6901N 01726E,
,NO,DFJ,Dåfjord,Dafjord,19,AA,1-------,1407,,6959N 01924E,
,NO,DON,Dønna,Donna,18,AI,1-------,9704,,,
,NO,EGE,Egersund,Egersund,11,AA,1-3-----,1401,,5827N 00600E,
,NO,EGG,Eggesbønes,Eggesbones,15,AA,1-3-----,1407,,6219N 00538E,
,NO,EID,Eid,Eid,14,AI,1-------,9704,,,
,NO,EIF,Eidangerfjorden,Eidangerfjorden,08,AA,1-------,1407,,5904N 00942E,
,NO,EDE,Eide,Eide,15,AA,1-------,1501,,6254N 00727E,
,NO,EDS,Eide Sotra,Eide Sotra,12,AA,1-------,1407,,6015N 00504E,
,NO,EDT,Eidet,Eidet,18,AA,1-------,1407,,6844N 01435E,
,NO,EDF,Eidfjord,Eidfjord,12,AA,1-------,1501,,6028N 00704E,
,NO,EDD,Eidsdal,Eidsdal,15,AA,1-------,1407,,6216N 00710E,
,NO,EIL,Eidslandet,Eidslandet,12,RL,1-3-----,0212,,6043N 00547E,
,NO,ESE,Eidsnes,Eidsnes,12,AA,--3--6--,1401,,6036N 00525E,
,NO,EIV,Eidsvåg,Eidsvag,12,RL,--3-----,0212,,6026N 00520E,
,NO,EGD,Eigersund,Eigersund,11,AI,1-------,9704,,,
,NO,EKF,Eikefet,Eikefet,12,AA,1-------,1501,,6042N 00533E,
,NO,EIK,Eikefjord,Eikefjord,14,RL,1-3-----,0901,,6135N 00528E,
