,IS,SUV,Sudavik,Sudavik,,AC,1-------,9601,,,
,IS,SUD,Sudureyri/Sugandafjord,Sudureyri/Sugandafjord,,AC,1-------,9601,SUY,,
,IS,SVA,Svalbardseyri,Svalbardseyri,,AC,1-------,9601,,,
,IS,TAL,Talknafjørdur/Sveinseyri,Talknafjordur/Sveinseyri,,AC,1-------,9601,TLK,,
,IS,THE,Theistareykir,Theistareykir,6,RL,--3-----,1601,,6554N 01658W,
,IS,TEY,Thingeyri,Thingeyri,,AC,1--4----,9601,,,
,IS,THH,Thorlakshofn,Thorlakshofn,,AC,1-------,9601,,,
,IS,THO,Thorshofn,Thorshofn,,AC,1--4----,9601,,,
,IS,THN,Tjörneshöfn,Tjorneshofn,,AI,1-------,0201,,,
,IS,VES,Vestmannaeyjar - høfn,Vestmannaeyjar - hofn,,AC,1-------,9601,VEY,,
,IS,VOG,Vogar,Vogar,,AI,1-------,0201,,6359N 02223W,
,IS,VPN,Vopnafjördur,Vopnafjordur,,AC,1-------,0212,,6545N 01450W,
,IS,VIK,Vík,Vik,8,RL,--3-----,1701,,6325N 01901W,
