,MA,SMW,Smara,Smara,,AI,---4----,0001,,,
,MA,SDC,Souk Et Tnine Des Chtouka,Souk Et Tnine Des Chtouka,JDI,AA,-----6--,1601,,3318N 00809W,
,MA,SSO,Souk Sebt des Oulad Nemâa,Souk Sebt des Oulad Nemaa,BEM,RL,--3-----,1701,,3218N 00642W,
,MA,6KN,Souq Larb'A Al Gharb,Souq Larb'A Al Gharb,KEN,AA,1----6--,1601,,3440N 00558W,
,MA,TTA,Tan Tan,Tan Tan,,AI,---4----,9601,,,
,MA,PTM,Tanger Med,Tanger Med,TNG,AI,123-----,0701,,,
,MA,TNG,Tangier,Tangier,,AI,1--45---,0701,,3547N 00549W,
,MA,TNT,Taounate,Taounate,,RL,-----6--,1107,,3433N 00439W,
,MA,TRE,Tardane,Tardane,LAR,AA,--3-----,1607,,3522N 00536W,
,MA,TFY,Tarfaya,Tarfaya,,AI,---4----,0001,,,
,MA,TAR,Taroudannt,Taroudannt,TAR,RL,--3-----,1501,,3028N 00851W,
,MA,TRD,Taroudant,Taroudant,TAR,AA,--34-6--,1601,,3028N 00852W,
,MA,TAT,Tata,Tata,TAR,RL,--3-----,1707,,2944N 00758W,
,MA,TAZ,Taza,Taza,,RQ,--3-----,9501,,,
,MA,TEM,Temara,Temara,06,RQ,1-------,1401,,,
,MA,THI,Tinerhir,Tinerhir,OUA,RL,--3-----,0507,,3130N 00531W,
,MA,8FT,Tit Mellil,Tit Mellil,MED,RL,--3-----,1407,,3333N 00728W,
,MA,TZI,Tiznit,Tiznit,TIZ,RL,--3-----,0507,,2943N 00943W,
,MA,TZU,Tou Zikou,Tou Zikou,AGD,RL,--3-----,1701,,3010N 00931W,
,MA,TTU,Tétouan,Tetouan,,AI,1--4----,0212,,3534N 00523W,
,MA,YSS,Youssoufia,Youssoufia,SAF,RL,--3-----,1301,,3215N 00831W,
